;gauge_ID;issue_date;issue_time;fc_date;fc_value
1720;hybas_1122087880;2024-08-13;2024-08-13 13:28:07.873880+00:00;2024-08-12;32.151206970214844
1721;hybas_1122087880;2024-08-13;2024-08-13 13:28:07.873880+00:00;2024-08-13;31.4093017578125
1722;hybas_1122087880;2024-08-13;2024-08-13 13:28:07.873880+00:00;2024-08-14;30.778684616088867
1723;hybas_1122087880;2024-08-13;2024-08-13 13:28:07.873880+00:00;2024-08-15;30.436220169067383
1724;hybas_1122087880;2024-08-13;2024-08-13 13:28:07.873880+00:00;2024-08-16;30.887014389038086
1725;hybas_1122087880;2024-08-13;2024-08-13 13:28:07.873880+00:00;2024-08-17;30.51039695739746
1726;hybas_1122087880;2024-08-13;2024-08-13 13:28:07.873880+00:00;2024-08-18;30.871784210205078
1727;hybas_1122087880;2024-08-13;2024-08-13 13:28:07.873880+00:00;2024-08-19;29.381046295166016
1728;hybas_1122087880;2024-08-14;2024-08-14 13:49:27.209858+00:00;2024-08-13;32.118064880371094
1729;hybas_1122087880;2024-08-14;2024-08-14 13:49:27.209858+00:00;2024-08-14;30.60161590576172
1730;hybas_1122087880;2024-08-14;2024-08-14 13:49:27.209858+00:00;2024-08-15;30.447755813598633
1731;hybas_1122087880;2024-08-14;2024-08-14 13:49:27.209858+00:00;2024-08-16;30.001182556152344
1732;hybas_1122087880;2024-08-14;2024-08-14 13:49:27.209858+00:00;2024-08-17;30.54725456237793
1733;hybas_1122087880;2024-08-14;2024-08-14 13:49:27.209858+00:00;2024-08-18;29.995838165283203
1734;hybas_1122087880;2024-08-14;2024-08-14 13:49:27.209858+00:00;2024-08-19;29.79961585998535
1735;hybas_1122087880;2024-08-14;2024-08-14 13:49:27.209858+00:00;2024-08-20;28.950023651123047
1736;hybas_1122087880;2024-08-15;2024-08-15 13:09:42.866250+00:00;2024-08-14;31.700435638427734
1737;hybas_1122087880;2024-08-15;2024-08-15 13:09:42.866250+00:00;2024-08-15;30.905248641967773
1738;hybas_1122087880;2024-08-15;2024-08-15 13:09:42.866250+00:00;2024-08-16;30.521520614624023
1739;hybas_1122087880;2024-08-15;2024-08-15 13:09:42.866250+00:00;2024-08-17;30.717077255249023
1740;hybas_1122087880;2024-08-15;2024-08-15 13:09:42.866250+00:00;2024-08-18;30.348670959472656
1741;hybas_1122087880;2024-08-15;2024-08-15 13:09:42.866250+00:00;2024-08-19;29.882509231567383
1742;hybas_1122087880;2024-08-15;2024-08-15 13:09:42.866250+00:00;2024-08-20;29.26659393310547
1743;hybas_1122087880;2024-08-15;2024-08-15 13:09:42.866250+00:00;2024-08-21;28.768871307373047
1744;hybas_1122087880;2024-08-16;2024-08-16 13:24:25.101491+00:00;2024-08-15;31.568344116210938
1745;hybas_1122087880;2024-08-16;2024-08-16 13:24:25.101491+00:00;2024-08-16;30.43626594543457
1746;hybas_1122087880;2024-08-16;2024-08-16 13:24:25.101491+00:00;2024-08-17;30.55817413330078
1747;hybas_1122087880;2024-08-16;2024-08-16 13:24:25.101491+00:00;2024-08-18;29.72032356262207
1748;hybas_1122087880;2024-08-16;2024-08-16 13:24:25.101491+00:00;2024-08-19;29.66305160522461
1749;hybas_1122087880;2024-08-16;2024-08-16 13:24:25.101491+00:00;2024-08-20;29.068239212036133
1750;hybas_1122087880;2024-08-16;2024-08-16 13:24:25.101491+00:00;2024-08-21;28.880319595336914
1751;hybas_1122087880;2024-08-16;2024-08-16 13:24:25.101491+00:00;2024-08-22;28.629117965698242
1752;hybas_1122087880;2024-08-17;2024-08-17 13:44:12.302651+00:00;2024-08-16;30.893207550048828
1753;hybas_1122087880;2024-08-17;2024-08-17 13:44:12.302651+00:00;2024-08-17;30.401309967041016
1754;hybas_1122087880;2024-08-17;2024-08-17 13:44:12.302651+00:00;2024-08-18;29.557588577270508
1755;hybas_1122087880;2024-08-17;2024-08-17 13:44:12.302651+00:00;2024-08-19;29.257211685180664
1756;hybas_1122087880;2024-08-17;2024-08-17 13:44:12.302651+00:00;2024-08-20;28.858781814575195
1757;hybas_1122087880;2024-08-17;2024-08-17 13:44:12.302651+00:00;2024-08-21;28.707813262939453
1758;hybas_1122087880;2024-08-17;2024-08-17 13:44:12.302651+00:00;2024-08-22;28.677881240844727
1759;hybas_1122087880;2024-08-17;2024-08-17 13:44:12.302651+00:00;2024-08-23;28.580080032348633
1760;hybas_1122087880;2024-08-18;2024-08-18 13:04:31.180207+00:00;2024-08-17;30.889423370361328
1761;hybas_1122087880;2024-08-18;2024-08-18 13:04:31.180207+00:00;2024-08-18;29.728511810302734
1762;hybas_1122087880;2024-08-18;2024-08-18 13:04:31.180207+00:00;2024-08-19;29.067642211914062
1763;hybas_1122087880;2024-08-18;2024-08-18 13:04:31.180207+00:00;2024-08-20;28.446657180786133
1764;hybas_1122087880;2024-08-18;2024-08-18 13:04:31.180207+00:00;2024-08-21;27.987972259521484
1765;hybas_1122087880;2024-08-18;2024-08-18 13:04:31.180207+00:00;2024-08-22;27.843976974487305
1766;hybas_1122087880;2024-08-18;2024-08-18 13:04:31.180207+00:00;2024-08-23;28.10637092590332
1767;hybas_1122087880;2024-08-18;2024-08-18 13:04:31.180207+00:00;2024-08-24;27.7026424407959
1768;hybas_1122087880;2024-08-19;2024-08-19 13:25:38.303471+00:00;2024-08-18;29.858768463134766
1769;hybas_1122087880;2024-08-19;2024-08-19 13:25:38.303471+00:00;2024-08-19;28.94463348388672
1770;hybas_1122087880;2024-08-19;2024-08-19 13:25:38.303471+00:00;2024-08-20;28.017629623413086
1771;hybas_1122087880;2024-08-19;2024-08-19 13:25:38.303471+00:00;2024-08-21;27.352033615112305
1772;hybas_1122087880;2024-08-19;2024-08-19 13:25:38.303471+00:00;2024-08-22;27.902097702026367
1773;hybas_1122087880;2024-08-19;2024-08-19 13:25:38.303471+00:00;2024-08-23;27.823633193969727
1774;hybas_1122087880;2024-08-19;2024-08-19 13:25:38.303471+00:00;2024-08-24;27.40877914428711
1775;hybas_1122087880;2024-08-19;2024-08-19 13:25:38.303471+00:00;2024-08-25;27.28086280822754
1776;hybas_1122087880;2024-08-20;2024-08-20 13:45:55.163883+00:00;2024-08-19;29.390382766723633
1777;hybas_1122087880;2024-08-20;2024-08-20 13:45:55.163883+00:00;2024-08-20;28.55562973022461
1778;hybas_1122087880;2024-08-20;2024-08-20 13:45:55.163883+00:00;2024-08-21;27.1853084564209
1779;hybas_1122087880;2024-08-20;2024-08-20 13:45:55.163883+00:00;2024-08-22;27.432449340820312
1780;hybas_1122087880;2024-08-20;2024-08-20 13:45:55.163883+00:00;2024-08-23;27.218521118164062
1781;hybas_1122087880;2024-08-20;2024-08-20 13:45:55.163883+00:00;2024-08-24;26.713985443115234
1782;hybas_1122087880;2024-08-20;2024-08-20 13:45:55.163883+00:00;2024-08-25;26.42278289794922
1783;hybas_1122087880;2024-08-20;2024-08-20 13:45:55.163883+00:00;2024-08-26;26.150182723999023
1784;hybas_1122087880;2024-08-21;2024-08-21 13:04:39.135200+00:00;2024-08-20;29.46916961669922
