siteName;source;river;gaugeId;qualityVerified;latitude;longitude
;HYBAS;;hybas_1120661040;True;13.985416666665571;-7.1520833333361225
;HYBAS;;hybas_1121900350;True;13.68541666666556;-5.893750000002797
;HYBAS;;hybas_1120650110;True;14.277083333332143;-6.9270833333361
;HYBAS;;hybas_1121895840;True;13.956249999998818;-5.360416666669494
;HYBAS;;hybas_1120641660;True;14.506249999999;-4.206250000002797
;HYBAS;;hybas_1121905290;True;13.360416666665628;-6.789583333336111
;HYBAS;;hybas_1120689830;True;13.210416666665594;-7.07708333333602
;HYBAS;Sankarani;hybas_1120766460;True;11.22291666666553;-8.485416666669321
;HYBAS;;hybas_1120705070;True;12.835416666665594;-7.58125000000274
;HYBAS;;hybas_1120737100;True;12.018749999998988;-8.322916666669414
;HYBAS;Niger;hybas_1121919510;True;12.410416666665697;-8.106250000002774
;HYBAS;;hybas_1121893090;True;14.131249999998944;-5.039583333336168
;HYBAS;;hybas_1120758950;True;11.427083333332233;-6.581250000002682
;HYBAS;;hybas_1121890140;True;14.314583333332337;-4.422916666669437
;HYBAS;;hybas_1120739110;True;11.977083333332189;-6.360416666669494
;HYBAS;;hybas_1120679780;True;13.493749999998954;-6.202083333336134
