;gaugeId;issue_date;issue_time;fc_date;fc_value
179;hybas_1121890140;2024-10-23;2024-10-23 13:56:16.574858+00:00;2024-10-25;2703.046875
180;hybas_1121890140;2024-10-23;2024-10-23 13:56:16.574858+00:00;2024-10-26;2687.003662109375
181;hybas_1121890140;2024-10-23;2024-10-23 13:56:16.574858+00:00;2024-10-27;2670.284423828125
182;hybas_1121890140;2024-10-23;2024-10-23 13:56:16.574858+00:00;2024-10-28;2623.306640625
183;hybas_1121890140;2024-10-23;2024-10-23 13:56:16.574858+00:00;2024-10-29;2586.990966796875
184;hybas_1121890140;2024-10-24;2024-10-24 13:51:27.054603+00:00;2024-10-23;2869.25146484375
185;hybas_1121890140;2024-10-24;2024-10-24 13:51:27.054603+00:00;2024-10-24;2765.42529296875
186;hybas_1121890140;2024-10-24;2024-10-24 13:51:27.054603+00:00;2024-10-25;2691.930419921875
187;hybas_1121890140;2024-10-24;2024-10-24 13:51:27.054603+00:00;2024-10-26;2674.503173828125
188;hybas_1121890140;2024-10-24;2024-10-24 13:51:27.054603+00:00;2024-10-27;2661.42822265625
189;hybas_1121890140;2024-10-24;2024-10-24 13:51:27.054603+00:00;2024-10-28;2613.1357421875
190;hybas_1121890140;2024-10-24;2024-10-24 13:51:27.054603+00:00;2024-10-29;2572.061767578125
191;hybas_1121890140;2024-10-24;2024-10-24 13:51:27.054603+00:00;2024-10-30;2552.12255859375
192;hybas_1121890140;2024-10-25;2024-10-25 13:37:09.273514+00:00;2024-10-24;2744.935302734375
193;hybas_1121890140;2024-10-25;2024-10-25 13:37:09.273514+00:00;2024-10-25;2680.31201171875
194;hybas_1121890140;2024-10-25;2024-10-25 13:37:09.273514+00:00;2024-10-26;2663.767578125
195;hybas_1121890140;2024-10-25;2024-10-25 13:37:09.273514+00:00;2024-10-27;2625.792236328125
196;hybas_1121890140;2024-10-25;2024-10-25 13:37:09.273514+00:00;2024-10-28;2581.137451171875
197;hybas_1121890140;2024-10-25;2024-10-25 13:37:09.273514+00:00;2024-10-29;2529.935302734375
198;hybas_1121890140;2024-10-25;2024-10-25 13:37:09.273514+00:00;2024-10-30;2508.6025390625
199;hybas_1121890140;2024-10-25;2024-10-25 13:37:09.273514+00:00;2024-10-31;2494.171875
200;hybas_1121890140;2024-10-26;2024-10-26 13:57:37.905805+00:00;2024-10-25;2700.62255859375
201;hybas_1121890140;2024-10-26;2024-10-26 13:57:37.905805+00:00;2024-10-26;2674.71630859375
202;hybas_1121890140;2024-10-26;2024-10-26 13:57:37.905805+00:00;2024-10-27;2647.732177734375
203;hybas_1121890140;2024-10-26;2024-10-26 13:57:37.905805+00:00;2024-10-28;2613.389404296875
204;hybas_1121890140;2024-10-26;2024-10-26 13:57:37.905805+00:00;2024-10-29;2558.85498046875
205;hybas_1121890140;2024-10-26;2024-10-26 13:57:37.905805+00:00;2024-10-30;2532.70751953125
206;hybas_1121890140;2024-10-26;2024-10-26 13:57:37.905805+00:00;2024-10-31;2514.383544921875
207;hybas_1121890140;2024-10-26;2024-10-26 13:57:37.905805+00:00;2024-11-01;2478.84375
208;hybas_1121890140;2024-10-27;2024-10-27 13:50:17.305865+00:00;2024-10-26;2663.28076171875
209;hybas_1121890140;2024-10-27;2024-10-27 13:50:17.305865+00:00;2024-10-27;2657.666748046875
210;hybas_1121890140;2024-10-27;2024-10-27 13:50:17.305865+00:00;2024-10-28;2629.056884765625
211;hybas_1121890140;2024-10-27;2024-10-27 13:50:17.305865+00:00;2024-10-29;2573.7275390625
212;hybas_1121890140;2024-10-27;2024-10-27 13:50:17.305865+00:00;2024-10-30;2547.55078125
213;hybas_1121890140;2024-10-27;2024-10-27 13:50:17.305865+00:00;2024-10-31;2520.25732421875
